DBUID,24hr_trip_count_August_2018
35202944001,358
35202944002,364
35202945001,364
35202945002,364
35202945003,364
35203071003,1209
35202949007,1539
35202949008,1539
35202949009,1539
35203072003,919
35203073001,888
35203073002,571
35203073003,424
35203073004,888
35203074009,1131
35203075003,1131
35203077001,1057
35203077004,1131
35203077007,1131
35203079005,1131
35203080001,1131
35203080002,1131
35203080003,1131
35203081001,1131
35203081002,1131
35203176070,2100
35203176071,2860
35203177026,1510
35203177027,2058
35203177028,1566
35203183001,1301
35203183004,1602
35203183005,1787
35203183006,1787
35203183009,2108
35203183010,1787
35203184001,2108
35203184002,1787
35203184003,2429
35203190003,1796
35203190004,1796
35203190005,1319
35203190006,1838
35203190007,1867
35203190008,2035
35203190009,1867
35203190011,1319
35203190013,1487
35203190014,1964
35203191002,1867
35202617004,2517
35202618001,278
35202619002,194
35202619003,194
35202619004,278
35202619005,278
35202619006,278
35202619008,278
35202619009,397
35202757001,459
35202757002,491
35202757003,459
35202758002,491
35202758003,541
35202758004,491
35202758006,750
35202758007,148
35202760002,791
35202760003,104
35202760004,104
35202760005,104
35202760006,104
35202946001,137
35202947001,1325
35202947002,1553
35202948001,1402
35202948002,1402
35202948003,1402
35202948004,1539
35202948005,1539
35202948006,1539
35202949001,1402
35202949002,1402
35202949003,1402
35202949004,1402
35202949005,1539
35202949006,1539
35202950001,1402
35202950002,1402
35202950003,1402
35202950004,1525
35202950007,1402
35202951001,1523
35202951002,1523
35202951003,1402
35202952001,1422
35202952002,1473
35202952003,1402
35202952004,1525
35202952005,1525
35202953001,964
35203081003,1131
35203082002,1131
35203082005,1131
35203086001,1131
35203086003,893
35203086004,893
35202955001,1205
35202955002,1205
35202965005,666
35203086013,893
35203087001,518
35203087006,518
35203184004,1787
35203185009,0
35203185010,1575
35203185011,1027
35203191003,1319
35203192001,1319
35203192002,1319
35203193001,1248
35203193002,1319
35203194001,1416
35203194002,1416
35203195001,1443
35203195004,1443
35203196001,1443
35203197001,1583
35203197002,1443
35203198001,1611
35203333005,444
35203334001,444
35203334002,444
35203334003,444
35203337001,444
35203337002,444
35203202002,1743
35203203001,2131
35203204001,1991
35203208001,1961
35203209001,1858
35203210001,1961
35203210002,2244
35203211001,2091
35203211002,2091
35203211003,2259
35203212001,2091
35203213001,1711
35203213002,2251
35203220001,2091
35203221001,2091
35203221002,2091
35203222001,1209
35203222002,1753
35203223001,1961
35203224001,1858
35203224002,1858
35203224003,1858
35203224004,1858
35203225001,1858
35203225002,1858
35203354001,444
35203354002,444
35203354003,444
35203354004,444
35203355001,431
35203355002,534
35203355003,534
35203466001,2678
35203466002,1506
35203466003,1630
35203466004,3773
35203467001,613
35203467002,803
35203467003,808
35203468001,598
35203468002,1127
35203468003,1835
35203469001,1630
35203470001,1835
35203471001,1127
35203472001,587
35203479001,923
35203479002,587
35203480001,1127
35203587005,900
35203587006,270
35203587007,1040
35203588001,1181
35201653003,612
35201653004,612
35201654001,659
35201654002,612
35201654003,612
35201654004,705
35201654005,890
35201654006,705
35201656001,1754
35201656002,1732
35201656003,1732
35201656004,3399
35201656005,3399
35201656006,3399
35201657001,3399
35201657002,3399
35201657003,3399
35201657004,3399
35201657005,3399
35201657006,872
35201658001,919
35201658002,872
35201658003,872
35201744009,433
35201744012,573
35201744013,229
35201748003,534
35201748006,355
35201749001,355
35201749002,355
35204633001,1614
35204633003,1933
35204633005,829
35204633006,1933
35204634003,364
35204634006,1611
35204634007,1248
35204634008,1248
35204634009,1248
35204634012,294
35204634014,196
35204634018,266
35204634023,294
35204634025,0
35204634026,196
35204634036,776
35204634037,336
35204634038,776
35204634039,196
35204634041,776
35204634042,336
35204634043,196
35204727001,324
35204727002,324
35204727003,324
35204727004,0
35204728001,324
35204728002,324
35204728003,324
35204728004,324
35204729001,324
35204729002,324
35204729003,324
35204730001,324
35204730002,324
35204731001,324
35204731002,324
35204732001,324
35204732002,324
35204732003,324
35204732004,324
35204799003,408
35204799004,205
35204800001,970
35204801003,134
35204801004,766
35204802001,1187
35204802002,1187
35204802003,1187
35204802004,411
35204803001,411
35204805001,411
35204806001,1405
35204806002,1405
35204806003,1405
35204894005,2435
35204894006,2580
35204894007,3236
35204894008,2580
35204895001,2882
35204806004,1405
35204806005,1200
35204807001,1200
35204807002,1200
35204808001,1243
35204808002,1200
35204895002,2882
35204895003,2370
35204895004,1976
35204896001,3101
35204896002,2872
35204896003,2933
35204897001,3976
35204897002,3744
35204897003,3744
35204897004,3976
35204898001,2383
35204898002,1557
35204898003,1557
35204898004,1487
35204898005,3108
35204898006,2695
35204898007,2695
35204899001,2282
35204900001,2046
35204900002,3119
35204900003,3119
35204900004,3119
35204900005,2459
35204900006,2459
35203126002,1156
35203126003,384
35203126004,418
35203126005,1156
35203126006,1156
35203126007,1201
35203127001,1008
35203127002,1156
35203128001,384
35203128002,310
35203128003,384
35203098002,758
35203098003,441
35203098004,441
35203102001,868
35203102002,868
35203102003,1090
35203102004,868
35203102005,1018
35203105001,229
35203105002,229
35203105003,229
35203105004,229
35203107001,600
35203107002,600
35203107003,612
35203108001,600
35203108002,600
35203218002,2091
35203219001,2091
35203108005,600
35203108006,738
35203108007,738
35203108008,738
35203108009,600
35203109001,205
35203226001,1983
35203226002,2091
35203227004,1828
35203228001,789
35203228002,789
35203229001,1095
35203229002,1095
35203230001,881
35203230002,1095
35203230005,1095
35203231001,889
35203231002,889
35203231003,889
35203232001,889
35203353003,444
35203232006,889
35203233001,885
35203233002,893
35203233003,889
35203233004,881
35203233005,881
35203234001,571
35203234002,885
35203234003,885
35203234004,885
35203235001,1273
35203235002,1273
35203235003,1082
35203235004,885
35203356001,932
35203356002,534
35203356003,534
35203357001,146
35203357002,146
35203357003,98
35203358001,146
35203358002,98
35203359001,883
35203359002,932
35203359003,932
35203359004,932
35203360001,834
35203360002,834
35203361002,834
35203361003,931
35203361004,834
35203362003,834
35203362004,834
35203480002,587
35203482006,857
35203482007,475
35203482009,475
35203482010,475
35203482011,475
35203482012,270
35203482013,857
35203482014,2487
35203482015,2487
35203482016,2487
35203482017,2487
35203482018,2487
35203482019,2487
35203482020,2487
35203482021,270
35203482029,587
35203482030,857
35203482031,857
35203483001,124
35203483002,205
35203484001,329
35203484002,1255
35203588002,270
35203588003,979
35201653002,612
35203588004,0
35203589001,887
35203589002,270
35203589003,270
35203589004,270
35203590001,979
35203591001,887
35203592001,974
35201658004,1550
35201659001,410
35201659002,872
35201659003,1550
35201659004,1550
35201660002,231
35201660003,231
35201660004,231
35201661001,639
35201661002,410
35201661003,410
35201661004,410
35201661005,1317
35201661006,1317
35201662001,872
35201662002,1550
35201662003,1550
35201662004,1550
35201662005,1550
35201662006,1550
35201662007,1319
35201662008,1319
35201663001,3399
35201663002,3399
35201663005,3399
35204479081,710
35204479082,488
35204479083,70
35204479084,657
35204479085,305
35204479086,115
35204479087,351
35204479088,268
35204479089,0
35204479090,256
35204479092,435
35204634045,1446
35204634046,489
35204634047,860
35204634048,1018
35204634049,196
35204634050,0
35204635001,1529
35204635002,1529
35204635003,1642
35204635004,1642
35204635005,1184
35204636001,1642
35204636002,1642
35204636003,1642
35204636004,1642
35204636005,1642
35204637001,1461
35204637002,1642
35204638001,1461
35204638002,1461
35204639001,1642
35204639002,880
35204639003,1130
35204640001,918
35204640002,1053
35204640003,918
35204640004,912
35204733001,0
35204733002,0
35204733003,0
35204733004,0
35204733006,672
35204733007,129
35204733008,0
35204733009,0
35204733010,672
35204733011,129
35204809001,636
35204809002,636
35204809003,636
35204809004,636
35204810001,636
35204810002,636
35204810003,636
35204810004,636
35204811001,1026
35204811002,1026
35204812001,1026
35204812002,1026
35204813001,742
35204813002,852
35204813003,852
35204819004,1473
35204819005,1473
35204819006,2303
35204820002,2312
35204900007,2872
35204900008,2872
35204900009,3108
35204901001,2085
35204901002,2610
35204901003,2154
35204901004,2610
35204901005,2971
35204901006,2969
35204901007,2695
35204901008,2083
35204901009,2610
35204902001,2617
35204903001,711
35204903002,711
35204903003,711
35204903004,711
35204903005,439
35204903006,711
35204904001,606
35204904002,606
35203690002,319
35203691001,319
35203129001,384
35203129002,147
35203129003,384
35203130001,295
35203130002,384
35203130003,295
35203131001,295
35203131002,295
35203132001,295
35203133001,295
35203243003,835
35203135002,340
35203135003,544
35203135004,295
35203135005,295
35203135006,792
35203135007,295
35203136001,418
35203136002,418
35203136003,428
35203137001,792
35203137002,792
35203109002,566
35203109003,566
35203109004,93
35203110001,205
35203110002,93
35203110003,93
35203110004,93
35203110005,566
35203110006,93
35203111001,427
35203111002,426
35203111003,179
35203112001,248
35203112002,179
35203112003,179
35203112004,179
35203112005,179
35203113001,229
35203113002,317
35203232005,889
35203236001,963
35203236002,963
35203236003,768
35203237001,1246
35203237002,1218
35203238001,571
35203239004,571
35203240003,1246
35203240004,1246
35203241001,982
35203241002,1246
35203242001,675
35203242002,1246
35203243001,264
35203243002,571
35203371001,1270
35203372001,1318
35203373001,554
35203373002,1329
35203374001,756
35203374002,946
35203362005,834
35203362006,1270
35203363001,834
35203363002,834
35203363003,834
35203370001,1270
35203370002,1270
35203486001,1285
35203486002,1285
35203489001,1282
35203489002,1282
35203489003,1285
35203489004,1285
35203490001,1282
35203490002,1282
35203490003,1282
35203490004,1361
35203490005,1285
35203490006,1159
35203490007,1285
35203491002,1161
35203491003,388
35203491004,1083
35203484003,329
35203484004,267
35203485001,1131
35203485002,1131
35203593001,1213
35203593002,1213
35203593003,1213
35203593004,1213
35203593005,1213
35203593006,1213
35203593007,1213
35203594002,151
35203594005,814
35203594006,151
35203595001,270
35203592002,974
35203592003,1145
35203592004,1213
35203592005,1240
35201663038,3399
35201663039,3399
35201663040,534
35201663041,88
35201663042,534
35201663043,230
35201663044,676
35201663045,2686
35201663046,3382
35201663047,534
35201663048,321
35201663006,641
35201663007,321
35201663008,321
35201663018,3399
35201663019,534
35201663021,534
35201663027,675
35201757002,378
35201757003,378
35201757004,378
35201758004,386
35201758005,386
35201758006,557
35201758007,706
35201758010,386
35204479093,153
35204479094,0
35204479095,236
35204479096,609
35204479097,153
35204479098,526
35204479099,546
35204479100,256
35204479101,456
35204479102,256
35204479103,70
35204479104,153
35204479105,488
35204641001,1077
35204641002,1077
35204641003,940
35204641004,1184
35204641005,1053
35204642001,940
35204642002,940
35204643001,940
35204643002,841
35204643003,340
35204643004,340
35204644001,540
35204644002,611
35204644003,746
35204644004,564
35204644005,205
35204645001,205
35204645002,518
35204645003,518
35204646001,477
35204646002,340
35204646003,340
35204647001,340
35204648001,1077
35204648002,1077
35204648003,340
35204733012,129
35204733013,129
35204733014,129
35204733015,129
35204733018,129
35204733019,129
35204814001,742
35204814004,742
35204815001,742
35204816001,742
35204816003,605
35204816004,605
35204817001,743
35204817002,743
35204819002,2296
35204820003,2277
35204820005,2307
35204820006,2277
35204820007,2906
35204821001,1473
35204821008,1473
35204821009,1473
35204821010,1473
35204821011,1473
35204821012,1473
35204905001,543
35204905002,1213
35204905003,824
35204905004,543
35204905005,140
35204905006,1213
35200406003,747
35200407001,622
35204905007,932
35204906001,1981
35204906002,1107
35204906003,1107
35204906004,564
35204906005,834
35204906006,564
35203137003,792
35203137004,340
35203137005,792
35203137006,792
35203249004,881
35203249005,881
35203249006,881
35203249007,710
35203249008,710
35203249009,710
35203250001,710
35203250002,708
35203139001,295
35203139002,792
35203139003,295
35203139004,792
35203139005,295
35203139006,792
35203140001,295
35203140002,295
35203140003,792
35203140004,295
35203140005,792
35203244002,264
35203244003,571
35203245001,944
35203245002,786
35203245003,411
35203245004,675
35203246001,406
35203246002,786
35203246003,786
35203246004,944
35203246005,1313
35203246006,802
35203246007,802
35203247001,533
35203247002,533
35203248001,710
35203248002,533
35203249001,881
35203249002,881
35203249003,881
35203250003,422
35203374003,554
35203374004,118
35203375001,946
35203375002,946
35203376001,1388
35203377001,946
35203377002,1178
35203377003,946
35203377004,1063
35203377005,1178
35203485003,1131
35203379001,1178
35203379002,2786
35203379003,1060
35203379004,1060
35203380001,1060
35203380002,350
35203380003,350
35203491005,1159
35203491006,313
35203491007,1083
35203491008,1083
35203492002,1083
35203492003,1361
35203492004,1282
35203492005,1083
35203492006,1083
35203492007,1242
35203492008,1239
35203492012,1083
35203493001,1083
35203493005,1083
35203493006,921
35203493007,1083
35203493008,1083
35203592006,1213
35203496008,959
35203498001,392
35203498002,392
35203498003,392
35203501001,1080
35203501002,310
35203501003,472
35203502001,310
35203502002,472
35203502003,583
35203595002,270
35203595003,270
35203595004,814
35203595005,814
35201663030,676
35203599001,786
35203599002,786
35203599003,668
35203600001,872
35203600002,990
35203600003,934
35203600004,934
35203600005,717
35203600006,498
35203604001,872
35203604002,881
35203604003,881
35203604004,881
35203604006,881
35203604007,872
35201664003,613
35201664005,1523
35201663049,305
35201664001,1523
35201757001,378
35201664016,2975
35201664018,1523
35201664019,1828
35201664020,308
35201664021,308
35201664022,308
35201664023,308
35201664024,593
35201664029,613
35201664033,308
35201664036,3399
35201664037,1828
35201664038,949
35201664039,835
35201664040,835
35201665001,613
35201665002,308
35201758013,477
35201877001,583
35201879001,183
35201880001,183
35201758015,477
35201758016,387
35201758017,477
35201758018,477
35200089002,1394
35200089003,1394
35200089004,917
35200090001,1309
35200090002,1351
35200090003,1216
35200091002,298
35200091003,387
35200092001,1216
35200093001,1216
35200093002,1216
35200094007,1305
35200094008,1180
35200094009,1056
35200094011,1131
35200187002,1357
35200187003,1357
35204297002,498
35200188003,1357
35200188004,1357
35200188008,1479
35200188009,1357
35200189001,387
35200189002,1479
35200190001,1479
35200190002,1525
35200190003,387
35200193001,419
35200193002,385
35200196001,1395
35200196002,1059
35200196003,1171
35200197001,317
35200197002,724
35200197003,751
35200308001,122
35200308002,387
35200308003,122
35200308004,387
35200308005,122
35200309002,382
35200309003,2205
35200309004,537
35200309007,537
35200310001,382
35200310002,705
35200313002,2300
35200313003,700
35200406002,752
35200407002,750
35200408001,558
35200408002,140
35200408003,755
35200409001,558
35200409002,755
35200410001,1234
35200411001,755
35200411002,755
35200412003,750
35200413004,750
35204668001,1616
35204669001,1616
35204670002,1616
35204670003,1616
35204670004,1616
35204671001,1616
35200561015,0
35200561016,1542
35200562001,814
35200562002,640
35200562003,640
35200562004,806
35200562005,640
35200562006,960
35200562007,796
35200563001,814
35200563002,814
35200563003,814
35200563004,960
35200563005,960
35200564001,960
35200564002,804
35200564003,960
35200564004,960
35200564005,843
35200565001,978
35200565002,896
35200565003,886
35200565004,727
35200565005,727
35200566001,727
35200566002,727
35200566003,727
35200566004,1557
35200566005,1557
35200752005,109
35200753001,1135
35200753002,980
35200753003,421
35200753004,1285
35200753006,1228
35200753008,1124
35200753009,1124
35200754001,1124
35200754002,1124
35200754003,1124
35200754004,2034
35200754005,2131
35200754006,1653
35200755001,2518
35200755002,2518
35200756004,2518
35200757001,1332
35200757002,2464
35200757003,2445
35200757004,1682
35200768001,1320
35201011003,1989
35201011004,1284
35201012001,2123
35201013001,2186
35201014001,1695
35201015001,1695
35201016001,2073
35201016002,2171
35201016003,2073
35201016004,2073
35201017001,1680
35201017002,1680
35201017003,1680
35201018001,2228
35201019001,2228
35201020001,2228
35201023001,2423
35201023002,2547
35201024001,1807
35201024002,1807
35201024003,2355
35201025001,2428
35201025002,1807
35201025003,1807
35201025004,2355
35201025005,1807
35201025006,2081
35201026001,2764
35201026002,2355
35201026003,2355
35201027001,2764
35201027002,2256
35201027003,1552
35201028001,2764
35201028002,2764
35201028003,2764
35201029001,3049
35201255003,1064
35201255004,1064
35201256001,1013
35201256002,1058
35201256003,1212
35201257001,1058
35201257002,1064
35201257003,1058
35201259001,994
35201259002,1013
35201259003,1013
35201259004,1013
35201259005,1142
35201259006,1142
35201263001,1608
35201263002,1608
35201264002,758
35201264003,758
35201264004,623
35201264005,854
35201267001,477
35201267002,490
35201278001,1182
35201278002,1130
35201278003,1130
35201279001,1236
35201279002,1130
35201279003,1130
35201280001,1461
35201280002,1343
35201280003,1461
35201581002,621
35201581003,621
35201582001,343
35201582002,343
35201582003,482
35201582004,621
35201582005,621
35201582006,621
35201583006,466
35201466068,746
35201466069,1298
35201466072,1188
35203140006,792
35203140007,792
35203140008,792
35203140009,792
35203141003,295
35203141004,295
35203141005,295
35203141008,295
35203141009,295
35203142001,295
35203142002,295
35203255005,868
35203255008,853
35203256001,853
35203256002,742
35203256003,798
35203256004,742
35203142005,295
35203142007,295
35203142008,295
35203142010,295
35203142011,295
35203143001,147
35203143002,295
35203250004,422
35203251001,742
35203251003,691
35203251004,422
35203251005,533
35203251006,691
35203252002,422
35203252003,422
35203252004,422
35203252005,422
35203252006,742
35203252007,580
35203253001,742
35203253002,742
35203253003,659
35203253004,580
35203254001,866
35203254002,710
35203254003,710
35203255003,866
35203255004,868
35203378001,882
35203380004,1060
35203381001,232
35203381002,350
35203381003,232
35203382001,232
35203382002,350
35203382003,668
35203494001,1083
35203494002,921
35203494003,921
35203495001,1083
35203495002,1083
35203495003,1083
35203496002,1083
35203496003,959
35203496004,959
35203383004,350
35203384001,232
35203384002,387
35203384003,232
35203384004,232
35203384005,668
35203385001,1060
35203502004,584
35203503002,694
35203503003,586
35203503004,747
35203503005,747
35203503006,582
35203503007,583
35203503008,582
35203596001,878
35203596002,878
35203596003,878
35203597002,878
35203597003,878
35203597004,878
35203597007,727
35203503016,440
35203503017,582
35203503018,598
35203503019,440
35203503020,2487
35203504001,760
35201664006,613
35201664007,613
35201664008,305
35201664009,551
35201664013,859
35201664014,551
35203605002,534
35203605003,534
35203606001,534
35203606002,485
35203606003,534
35203606004,534
35203607002,1270
35203607004,436
35203607005,534
35203608001,932
35201665003,534
35201665004,842
35201758014,707
35201666005,308
35201666006,308
35201667001,842
35201667002,842
35201667003,842
35201667004,684
35201667005,676
35201667006,676
35201667009,684
35201667017,397
35201667018,397
35201670001,899
35201670002,923
35201670003,940
35201672001,846
35201672002,831
35201672003,831
35201673001,831
35201673002,831
35201673003,755
35201674001,899
35201758019,387
35201759001,386
35201759002,386
35201884002,183
35201885001,583
35201886001,617
35201759006,229
35201759007,245
35201759008,229
35201760001,245
35201760002,245
35201760003,229
35201761001,229
35201761002,229
35201761003,229
35201762003,245
35201762007,126
35201762008,229
35204297003,498
35204298001,990
35204299001,934
35204299002,498
35204300001,934
35204400002,725
35204400003,795
35204401004,1674
35204402002,1953
35204402003,2011
35204402006,1674
35204403001,1953
35204403002,1953
35204403003,1953
35204403004,1953
35204403005,1953
35204403006,2011
35204404001,1953
35204404002,1953
35204404003,2198
35204404004,2129
35204404005,2198
35204405001,1873
35204405002,1873
35204405003,2187
35204302003,498
35204405004,2129
35204405005,2187
35204406001,2187
35204406002,2187
35204406003,1873
35204406004,2187
35204407001,2187
35204407002,2245
35204407003,2187
35204407004,2187
35204407005,2187
35204408002,1098
35204479115,154
35204479116,435
35204479117,154
35204479118,70
35204479119,588
35204415001,1326
35204416001,1326
35204416002,1326
35204416003,940
35204479120,467
35204480002,475
35204480005,463
35204481001,1745
35204481002,1869
35204481003,2148
35204481004,2156
35204482001,2689
35204482002,2689
35204482003,2157
35204482004,2157
35204661001,2175
35204661002,2175
35204662001,1911
35204663002,2175
35204663003,2175
35204663004,2175
35204664001,2175
35204664002,2175
35204664003,2308
35204665001,2635
35204665002,2308
35204666002,2318
35204666003,2298
35204667001,2436
35204667002,1911
35204667003,2175
35204672002,536
35204672004,1010
35204672005,705
35204672007,705
35204672008,659
35204672009,705
35204672010,762
35204672012,705
35204737001,1305
35204737002,518
35204737003,1693
35204737004,836
35204737005,836
35204737006,1628
35204737007,1305
35204737008,1128
35204738002,2185
35204738003,2185
35204738004,2185
35204738005,2185
35204738006,2185
35204739001,2185
35204675002,0
35204675004,1089
35204739002,1007
35204739003,1007
35204739004,397
35204739005,397
35204740001,1443
35204740002,1443
35204741001,1528
35204741002,1443
35204742001,584
35204827014,1321
35204827015,2046
35204828001,2295
35204828002,2295
35204828003,2295
35204829001,1112
35204829002,507
35204830001,278
35204830002,507
35204830004,278
35204830005,278
35204831001,1080
35204832001,2295
35204832002,1002
35204832003,507
35204833001,366
35204833004,229
35201466073,1188
35201466074,1207
35201466075,1298
35201466076,1573
35201466077,562
35201466078,577
35201466079,840
35201587004,278
35203144002,295
35203146001,1065
35203146002,1065
35203146003,849
35203147001,1578
35203147002,1578
35203147003,1873
35203147004,1873
35203147005,1873
35203147006,1873
35203147007,1873
35203148001,1873
35203148002,1873
35203150002,2021
35203150003,1771
35203150004,1771
35203150005,1771
35203151003,252
35203151004,1771
35203151005,252
35203257002,264
35203257011,742
35203257012,580
35203258002,584
35203258003,584
35203258004,432
35203258005,432
35203258006,510
35203258010,584
35203259001,432
35203259002,868
35203259003,742
35203259004,742
35203259005,742
35203260001,376
35203260002,432
35203260003,432
35203260004,432
35203261001,426
35203261002,298
35203383001,882
35203383002,988
35203383003,350
35203385002,1215
35203386001,387
35203386002,387
35203386003,232
35203387001,536
35203503009,586
35203503010,440
35203503011,440
35203503015,424
35203387002,155
35203387003,155
35203387004,155
35203388001,526
35203388002,526
35203388003,155
35203504002,760
35203504003,760
35203504004,760
35203505001,775
35203505002,775
35203505003,617
35203506001,775
35203506002,617
35203506003,617
35203506004,887
35203506005,617
35203506006,887
35203507001,602
35203605001,534
35203507004,617
35203507005,887
35203508001,1039
35203508002,1039
35203508003,1036
35203508004,1039
35203508005,881
35203508006,881
35203509001,617
35203509002,1608
35203509003,2084
35203509004,792
35203510001,792
35203510002,1305
35203510003,792
35203511001,792
35203511002,792
35203511003,792
35203511004,1815
35203608002,1270
35203608003,1270
35201666001,308
35201666002,308
35201666003,308
35201666004,308
35203610003,554
35203610004,436
35203611001,554
35203611002,554
35203611003,554
35203611004,498
35203612005,391
35203612006,391
35203613002,1301
35203613003,178
35203613004,1694
35203613005,513
35201675007,1616
35201674002,306
35201674003,792
35201674004,786
35201675002,1616
35201675003,1616
35201675004,1523
35201675005,1570
35201675006,1616
35201759004,245
35201759005,245
35201676007,1616
35201676008,1523
35201676009,1523
35201676010,1616
35201676011,1616
35201676012,1616
35201676013,1616
35201690002,398
35201690003,398
35201690004,536
35201690005,536
35201690006,398
35201690007,1616
35201690008,536
35201690009,398
35201691001,431
35201691002,524
35201691003,431
35201762012,245
35201762016,245
35201762021,245
35201762022,245
35201762023,245
35201762024,528
35201762025,245
35201890013,561
35201762028,0
35201762029,245
35201762030,245
35201779008,710
35201779009,710
35201779010,336
35204303001,730
35204303002,786
35204303003,786
35204304001,786
35204304002,786
35204304003,786
35204408005,1098
35204409001,1111
35204409002,1017
35204409003,1017
35204410001,1257
35204410002,1240
35204411001,1542
35204412001,2129
35204413001,1257
35204414001,1542
35204414002,1542
35204414003,1326
35204417001,452
35204417002,452
35204417003,1395
35204417004,862
35204418001,138
35204418002,452
35204418003,452
35204418004,452
35204418005,452
35204419001,725
35204419002,725
35204483001,2079
35204483002,1999
35204484001,2079
35204484002,2352
35204484003,1638
35204485001,1578
35204485002,1663
35204485003,1663
35204485004,2157
35204486001,2156
35204486002,1685
35204486003,2157
35204487001,1979
35204488001,1148
35204489001,1867
35204490001,1629
35204490002,1629
35204490004,1629
35204490005,1508
35204490006,1629
35204491001,1433
35204491002,2460
35204491003,1260
35204420001,1953
35204420002,1326
35204420003,1326
35204420004,1611
35204421001,2086
35204491004,714
35204492001,714
35204492002,714
35204492003,714
35204492004,714
35204492005,1418
35204493001,1089
35204493002,714
35204493003,1629
35204494001,1479
35204494002,1367
35204494003,1367
35204495001,1593
35204495002,1593
35204495003,1461
35204495004,1461
35204496001,1461
35204496002,1461
35204672013,705
35204673001,1067
35204673002,1067
35204673003,762
35204674001,762
35204674002,762
35204674003,762
35204674009,1435
35204496005,2351
35204497001,2373
35204497002,1458
35204498001,2373
35204498002,2470
35204676002,1133
35204676003,1167
35204678001,650
35204678002,561
35204678003,561
35204678004,551
35204679001,551
35204679002,551
35204680002,561
35204680003,561
35204680004,554
35204743001,118
35204743002,991
35204743004,443
35204743006,797
35204743007,797
35204680008,632
35204681001,554
35204681002,863
35204681003,863
35204682001,559
35204682002,559
35204682003,871
35204683001,863
35204743008,584
35204744001,846
35204744002,853
35204745001,1179
35204745002,1302
35204745003,895
35204745004,1179
35204745005,1302
35204746001,884
35204746002,881
35204746003,881
35204746008,940
35204833005,397
35204835001,853
35204835002,853
35204835003,846
35204747001,672
35204747002,669
35204836001,628
35204837001,834
35204837002,841
35204837003,730
35204837004,813
35204838003,935
35204839001,708
35204839002,708
35204840001,747
35204840003,710
35204840004,747
35204840005,564
35204840006,564
35203152001,1771
35203152002,57
35203153001,2276
35203153002,2083
35203153003,2083
35203153004,1578
35203154001,2083
35203154002,1578
35203261003,561
35203261004,426
35203263001,426
35203263002,426
35203263003,426
35203263004,426
35203264002,426
35203264003,426
35203264004,426
35203264006,426
35203265001,426
35203265002,426
35203265003,162
35203265004,426
35203265005,577
35203265006,446
35203266001,426
35203266002,426
35203266003,426
35203266004,426
35203266005,426
35203267001,980
35203267002,426
35203267003,426
35203267004,426
35203267005,426
35203268002,980
35203268003,980
35203268006,716
35203269001,980
35203269002,980
35203269003,980
35203269004,980
35203269005,980
35203270001,981
35203271001,980
35203388004,155
35203389001,526
35203389002,526
35203389003,758
35203391001,2123
35203391002,2278
35203391003,1215
35203392003,1122
35203392005,976
35203392010,640
35203392011,391
35203507002,760
35203507003,617
35203703001,324
35203703002,672
35203704001,324
35203704002,0
35203705001,672
35203512002,610
35203512003,2074
35203512004,2626
35203512005,2624
35203512006,2616
35203513001,520
35203513002,792
35203513003,792
35203513004,520
35203519002,2662
35203519003,2662
35203519004,920
35203519005,2661
35203608004,932
35203801001,1078
35203801002,1281
35203801003,889
35203802001,1281
35203802002,1281
35203802005,889
35203802006,889
35203803001,1086
35201675008,1570
35201675011,1616
35201676001,862
35201676002,2244
35201676003,2003
35201676004,2003
35201676005,2003
35201676006,1616
35203959001,444
35203960002,436
35203960003,0
35203961001,1448
35203961002,1448
35204073002,1415
35204073006,385
35204074001,0
35201691004,536
35201692001,871
35201762026,0
35201762027,126
35204079001,561
35204080001,1325
35204080002,1443
35204080003,1384
35204169001,1050
35204169003,2330
35204169004,2329
35204169005,2329
35204169006,2329
35204170001,1134
35204170002,967
35204170003,1979
35201779011,432
35201779012,634
35204170016,952
35204170017,2293
35204171001,994
35204171002,440
35204171003,523
35204171004,1077
35204172001,761
35204172002,865
35204172003,311
35204172004,761
35204172005,865
35204288003,1272
35204288004,1272
35204288005,1272
35204304005,727
35204305001,1106
35204305002,645
35204306001,430
35204307001,3858
35204309001,708
35204309002,1066
35204309003,708
35204310001,987
35204310002,1790
35204310003,714
35204311001,3857
35204312001,1711
35204313001,1711
35204313002,537
35204313003,526
35204313005,1261
35204313006,277
35204313007,1001
35204313009,892
35204313010,168
35204419003,862
35204421002,2198
35204421003,1611
35204421004,1611
35204421005,1611
35204421006,1611
35204421007,1326
35204422001,1953
35204422002,1953
35204422003,1860
35204423001,725
35204423002,725
35204423003,1953
35204424001,713
35204424002,713
35204424004,612
35204424005,713
35204424006,713
35204424007,713
35204424008,713
35204424009,713
35204425002,1072
35204425003,713
35204426001,1173
35204427001,713
35204496003,1752
35204496004,1864
35204428004,152
35204499001,2568
35204499002,2429
35204499003,2429
35204500001,1461
35204500002,1456
35204501001,2373
35204501002,2373
35204501003,2373
35204501004,2373
35204502001,2209
35204502002,2209
35204503001,1833
35204504001,2410
35204504002,1935
35204504003,1935
35204505001,1935
35204506001,1826
35204506002,1826
35204507001,1873
35204508001,1826
35204509001,1833
35204509003,864
35204509004,864
35204509005,2028
35204509006,1310
35204680005,551
35204680006,559
35204680007,559
35204509010,1826
35204683002,863
35204683003,863
35204684001,559
35204684002,876
35204685001,641
35204685002,727
35204685003,727
35204686001,641
35204686002,641
35204686003,641
